0,0.03105251575495737,-0.9324001746726582,0.8171914888102924,-1.8923553472243022,-0.43514757158137174,0.7,-1.2948878259047715e-33,5.455029601375074e-18,-1.6619901193997144e-19,-2.6302739484573732e-18,0.,1.2842718516941118
-1,0.030417739666388766,-0.9335001053299423,0.8156474672803488,-1.8918636121501267,-0.4363323129985824,0.7,1.2143776598323712e-7,0.0005870418101943318,-0.00001919087467732881,0.0001274052732863312,0.,1.285675299700806
-2,0.029480894042830667,-0.9351170725868148,0.8133898055887344,-1.8911539367621875,-0.4380776422505767,0.7,7.403982095816473e-7,0.0014482613847363475,-0.000047561421889269424,0.0003145323455005364,0.,1.2877377493759734
-3,0.028542022242485324,-0.9367299874901127,0.8111522873483725,-1.8904617758896487,-0.43982297150257105,0.7,1.879113146571034e-6,0.002305230143177902,-0.00007604773966685284,0.0005009937082961062,0.,1.2897941916986106
-4,0.02760113830512071,-0.9383388781193722,0.8089348548792908,-1.8897870827882817,-0.4415683007545654,0.7,3.5325934908588056e-6,0.003157984244413581,-0.00010464736553969979,0.0006867951101114924,0.,1.2918446674214203
-5,0.026658256116761578,-0.9399437722466426,0.8067374508940447,-1.889129810994181,-0.4433136300065597,0.7,5.695910075174429e-6,0.004006559353987869,-0.00013335785937684092,0.0008719422329830267,0.,1.2938892168585432
-6,0.02571338941158258,-0.9415446973402734,0.8045600184775956,-1.8884899142981946,-0.44505895925855404,0.7,8.36419143704388e-6,0.0048509906575001935,-0.00016217680182642593,0.0010564406925190756,0.,1.2959278798845943
-7,0.02476655177411307,-0.9431416805693229,0.8024025010805197,-1.8878673467404612,-0.4468042885105484,0.7,0.000011532622862687863,0.005691312869118485,-0.00019110179406584828,0.0012402960388002901,0.,1.297960695941058
-8,0.023817756641403183,-0.9447347488078919,0.8002648425123602,-1.8872620626050756,-0.4485496177625427,0.7,0.000015196445450764928,0.006527560239903435,-0.00022013045755708493,0.0014235137572646342,0.,1.299987704042568
-9,0.02286701730515199,-0.946323928639378,0.7981469869351079,-1.8866740164148619,-0.45029494701453704,0.7,0.00001935095519547221,0.007359766565951954,-0.00024926043380725255,0.0016060992695783505,0.,1.302008942783078
-10,0.021914346913796057,-0.9479092463606549,0.7960488788568151,-1.8861031629262612,-0.45204027626653137,0.7,0.000023991502088507687,0.008187965196361285,-0.0002784893841341152,0.0017880579344922516,0.,1.3040244503419192
-11,0.020959758474562048,-0.9494907279861755,0.7939704631253471,-1.8855494571243374,-0.4537856055185257,0.7,0.00002911348923942055,0.009012189041018807,-0.00030781498943640553,0.001969395048683834,0.,1.3060342644897465
-12,0.02000326485548415,-0.9510683992520084,0.7919116849222441,-1.8850128542178797,-0.45553093477052004,0.7,0.00003471237201391599,0.009832470578225656,-0.00033723494996899865,0.0021501158475864465,0.,1.3080384225943953
-13,0.01904487878738215,-0.952642285619793,0.7898724897567273,-1.8844933096346246,-0.45727626402251437,0.7,0.00004078365718962114,0.010648841862150782,-0.00036674698512246715,0.002330225506203597,0.,1.3100369616266097
-14,0.01808461286580982,-0.9542124122806371,0.7878528234598153,-1.8839907790165784,-0.4590215932745087,0.7,0.00004732290212893628,0.011461334530128525,-0.00039634883320726515,0.0025097291399111296,0.,1.3120299181656911
-15,0.017122479552965,-0.9557788041589361,0.7858526321785497,-1.8835052182154253,-0.46076692252650303,0.7,0.0000543257139685218,0.012269979809798513,-0.0004260382512422241,0.0026886318052461483,0.,1.3140173284050405
-16,0.016158491179569547,-0.9573414859161339,0.7838718623703564,-1.88303658328806,-0.46251225177849736,0.7,0.00006178774882500973,0.013074808526092024,-0.0004558130147472004,0.0028669385006827707,0.,1.3159992281576018
-17,0.015192659946713797,-0.958900481954411,0.781910460797506,-1.8825848304921982,-0.4642575810304917,0.7,0.00006970471101655743,0.013875851108070223,-0.0004856709175398696,0.0030446541673956554,0.,1.317975652861212
-18,0.01422499792767213,-0.9604558164203164,0.7799683745216865,-1.882149916282089,-0.466002910282486,0.7,0.00007807235229986964,0.01467313759561873,-0.0005156097715365713,0.0032217836900117016,0.,1.3199466375838629
-19,0.013255517069683682,-0.9620075132083281,0.7780455508986962,-1.8817317973043237,-0.46774823953448036,0.7,0.00008688647112226079,0.015466697645997101,-0.000545627406556868,0.0033983318973484153,0.,1.321912217028859
-20,0.01228422919570623,-0.9635555959643618,0.7761419375732167,-1.8813304303937182,-0.4694935687864747,0.7,0.0000961429118884963,0.01625656054025624,-0.0005757216701321411,0.0035743035631420517,0.,1.3238724255399066
-21,0.011311146006137592,-0.9651000880892132,0.7742574824737225,-1.880945772569311,-0.471238898038469,0.7,0.00010583756424193727,0.017042755189515535,-0.0006058904273176035,0.0037497034067629983,0.,1.3258272971060967
-22,0.010336279080507504,-0.9666410127419417,0.7723921338074609,-1.8805777810304176,-0.47298422729046335,0.7,0.00011596636235975123,0.017825310141113188,-0.000636131560508066,0.003924536093920249,0.,1.3277768653668125
-23,0.009359639879143107,-0.9681783928432016,0.7705458400555549,-1.880226413152795,-0.4747295565424577,0.7,0.0001265252842617903,0.018604253584626407,-0.0006664429692571162,0.0040988062373547894,0.,1.3297211636165522
